,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_NUMLIBROS,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_CODIGO_ICFES,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,ESTU_PRIVADO_LIBERTAD,PUNT_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PUNT_MATEMATICAS,PERCENTIL_MATEMATICAS,DESEMP_MATEMATICAS,PUNT_C_NATURALES,PERCENTIL_C_NATURALES,DESEMP_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_GLOBAL,PERCENTIL_GLOBAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_ESTADOINVESTIGACION,ESTU_GENERACION.E
47306,TI,COLOMBIA,F,09/10/2001,SB11201820175435,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,Si,11 A 25 LIBROS,Entre 1 y 2 horas,Entre 1 y 3 horas,116996,INSTITUCIÓN EDUCATIVA BOSQUES DEL NORTE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA BOSQUES DEL NORTE,S,URBANO,MAÑANA,17001,MANIZALES,N,64,87,3,52,56,3,49,50,2,55,72,2,52,58,A1,274,68,2,57.78890183,NSE3,PUBLICAR,NO
47348,TI,COLOMBIA,F,03/12/2001,SB11201820358233,COLOMBIA,No,Estrato 3,3 a 4,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,31518,INSTITUCION EDUCATIVA DE OCCIDENTE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA DE OCCIDENTE - SEDE PRINCIPAL,S,URBANO,MAÑANA,17042,ANSERMA,N,61,78,3,58,73,3,55,69,2,58,78,3,48,46,A1,286,75,2,44.24566376,NSE2,PUBLICAR,NO
47373,TI,COLOMBIA,F,03/11/2001,SB11201820039702,COLOMBIA,No,Estrato 1,3 a 4,No,Si,No,11 A 25 LIBROS,30 minutos o menos,No Navega Internet,666586,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADO CORAZON,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADO CORAZON - SEDE PRINCIPAL,S,URBANO,UNICA,17050,ARANZAZU,N,54,56,3,55,66,3,47,43,2,47,49,2,59,79,A2,257,57,2,32.07290717,NSE1,PUBLICAR,NO
47447,TI,COLOMBIA,F,05/01/2001,SB11201820594058,COLOMBIA,No,Estrato 2,5 a 6,No,Si,No,26 A 100 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,68023,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN - SEDE PRINCIPAL,S,RURAL,COMPLETA,17433,MANZANARES,N,46,27,2,47,42,2,49,50,2,46,47,2,27,1,A-,227,35,1,42.26107563,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
47492,TI,COLOMBIA,F,25/12/2001,SB11201820165735,COLOMBIA,No,Estrato 2,1 a 2,No,Si,No,11 A 25 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,658492,INSTITUCION EDUCATIVA DE LA PRESENTACION,FEMENINO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA DE LA PRESENTACION - SEDE PRINCIPAL,S,URBANO,UNICA,17653,SALAMINA,N,50,42,2,44,31,2,46,39,2,40,29,1,36,8,A-,222,31,2,41.6076932,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
47512,TI,COLOMBIA,F,16/04/2001,SB11201820315812,COLOMBIA,Si,Estrato 1,7 a 8,No,Si,No,11 A 25 LIBROS,30 minutos o menos,30 minutos o menos,183657,INSTITUCION EDUCATIVA FLORENCIA,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCION EDUCATIVA FLORENCIA - SEDE PRINCIPAL,S,RURAL,COMPLETA,17614,RIOSUCIO,N,46,27,2,47,39,2,34,5,1,35,14,1,42,25,A-,203,19,1,40.92164921,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
47599,TI,COLOMBIA,M,10/09/2000,SB11201820153197,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,26 A 100 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,6767,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADO CORAZON,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADO CORAZON - SEDE PRINCIPAL,S,URBANO,COMPLETA,17614,RIOSUCIO,N,65,89,3,66,91,3,68,96,3,62,87,3,59,79,A2,324,92,2,65.88177779,NSE4,PUBLICAR,NO
47640,TI,COLOMBIA,F,18/06/2001,SB11201820269220,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,43083,INSTITUCIÓN EDUCATIVA NTRA SEÑORA DE FATIMA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NTRA SEÑORA DE FATIMA,S,URBANO,MAÑANA,17001,MANIZALES,N,55,59,3,43,29,2,53,64,2,64,89,3,56,71,A1,270,65,3,47.92087217,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
47654,TI,COLOMBIA,F,10/07/2001,SB11201820444204,COLOMBIA,No,-,3 a 4,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,6403,INSTITUCION EDUCATIVA FILADELFIA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA FILADELFIA - SEDE PRINCIPAL,S,URBANO,MAÑANA,17272,FILADELFIA,N,41,14,2,43,28,2,47,42,2,44,40,2,43,27,A-,218,29,2,50.70509251,NSE2,PUBLICAR,NO
47659,TI,COLOMBIA,F,18/11/2001,SB11201820289688,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,42341,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,S,URBANO,MAÑANA,17001,MANIZALES,N,50,41,2,40,21,2,52,61,2,45,43,2,47,39,A-,234,40,3,49.60015427,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
47674,TI,COLOMBIA,M,04/10/2000,SB11201820114664,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,6148,LIC.  ARQUIDIOCESANO DE NTRA SEÑORA,MASCULINO,NO OFICIAL,A,N,ACADÉMICO,LIC.  ARQUIDIOCESANO DE NTRA SEÑORA,S,URBANO,COMPLETA,17001,MANIZALES,N,65,88,3,64,88,3,65,93,3,62,87,3,57,74,A1,317,90,4,54.06875323,NSE3,PUBLICAR,NO
47710,TI,COLOMBIA,F,28/08/2001,SB11201820426045,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,126938,COL. SAN MIGUEL - HORMIGUITA,MIXTO,NO OFICIAL,A,-,ACADÉMICO,COL. SAN MIGUEL - HORMIGUITA,S,URBANO,MAÑANA,17001,MANIZALES,N,53,51,3,55,65,3,56,71,3,50,57,2,58,77,A2,269,65,3,53.02114178,NSE3,PUBLICAR,NO
47725,CC,COLOMBIA,F,16/04/1999,SB11201820260612,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,177667,COLEGIO BOSTON,MIXTO,NO OFICIAL,A,N,ACADÉMICO,COLEGIO BOSTON - SEDE PRINCIPAL,S,URBANO,SABATINA,17001,MANIZALES,N,57,66,3,57,71,3,54,68,2,46,45,2,30,2,A-,258,58,3,55.54823472,NSE3,PUBLICAR,NO
47767,TI,COLOMBIA,F,04/05/2001,SB11201820031241,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,86389,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO - SEDE PRINCIPAL,S,URBANO,MAÑANA,17174,CHINCHINÁ,N,45,25,2,40,21,2,40,21,1,24,1,1,39,15,A-,187,10,3,43.41921091,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
47795,CC,COLOMBIA,F,26/08/1997,SB11201820041275,COLOMBIA,No,Estrato 2,7 a 8,No,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,86389,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO - SEDE PRINCIPAL,S,URBANO,MAÑANA,17174,CHINCHINÁ,N,60,75,3,51,53,3,59,80,3,59,80,3,61,83,A2,288,76,3,43.65137972,NSE2,PUBLICAR,NO
48043,TI,COLOMBIA,F,29/05/2001,SB11201820022209,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,666537,INSTITUCION EDUCATIVA MARINO GOMEZ ESTRADA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA MARINO GOMEZ ESTRADA - SEDE PRINCIPAL,S,URBANO,UNICA,17013,AGUADAS,N,48,35,2,35,10,1,34,5,1,38,23,1,53,62,A1,199,16,2,45.37529676,NSE2,PUBLICAR,NO
48044,TI,COLOMBIA,F,22/04/2001,SB11201820276781,COLOMBIA,No,Estrato 1,5 a 6,No,Si,No,11 A 25 LIBROS,30 minutos o menos,No Navega Internet,6304,INSTITUCION EDUCATIVA AURELIANO FLOREZ CARDONA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCIÓN EDUCATIVA AURELIANO FLOREZ CARDONA  - SEDE PRINCIPAL,S,URBANO,MAÑANA,17042,ANSERMA,N,52,47,3,53,59,3,51,57,2,43,38,2,53,63,A1,250,52,2,33.53750765,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
48059,TI,COLOMBIA,F,16/03/2002,SB11201820071554,COLOMBIA,No,Estrato 2,3 a 4,No,No,No,11 A 25 LIBROS,30 minutos o menos,No Navega Internet,60491,INSTITUCION EDUCATIVA LAS COLES,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA LAS COLES - SEDE PRINCIPAL,S,RURAL,COMPLETA,17513,PÁCORA,N,54,54,3,45,34,2,50,54,2,57,75,3,55,68,A1,259,58,2,40.28280563,NSE1,PUBLICAR,NO
48071,TI,COLOMBIA,F,18/08/1999,SB11201820560415,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,666529,INSTITUCIÓN EDUCATIVA SAN JUAN BAUTISTA DE LA SALLE,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN JUAN BAUTISTA LA SALLE,N,URBANO,UNICA,17001,MANIZALES,N,65,88,3,50,49,2,52,59,2,51,61,2,38,14,A-,266,63,2,51.51692746,NSE3,PUBLICAR,NO
48083,TI,COLOMBIA,F,28/02/2003,SB11201820079287,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,226472,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA - SEDE PRINCIPAL,S,URBANO,UNICA,17444,MARQUETALIA,N,52,50,3,42,27,2,35,9,1,43,38,2,50,53,A1,218,29,2,65.34370531,NSE4,PUBLICAR,NO
48141,TI,COLOMBIA,F,24/09/2001,SB11201820472073,COLOMBIA,No,Estrato 2,5 a 6,No,Si,No,11 A 25 LIBROS,30 minutos o menos,Entre 1 y 3 horas,6361,INSTITUCION EDUCATIVA BARTOLOME MITRE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA BARTOLOME MITRE - SEDE PRINCIPAL,S,URBANO,MAÑANA,17174,CHINCHINÁ,N,49,39,2,33,8,1,43,30,2,34,11,1,41,22,A-,199,16,2,48.79370478,NSE2,PUBLICAR,NO
48198,TI,COLOMBIA,F,18/03/2001,SB11201820141254,COLOMBIA,No,Estrato 2,3 a 4,No,Si,No,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,185728,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,S,URBANO,MAÑANA,17001,MANIZALES,N,37,6,2,50,49,2,47,42,2,59,79,3,42,23,A-,239,44,2,40.93055771,NSE1,PUBLICAR,NO
48244,CC,COLOMBIA,M,03/11/1999,SB11201820622421,COLOMBIA,No,Estrato 3,5 a 6,Si,Si,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,719427,SABERES,MIXTO,NO OFICIAL,A,-,-,SABERES - SEDE PRINCIPAL,S,URBANO,SABATINA,17001,MANIZALES,N,60,77,3,45,36,2,51,58,2,62,85,3,37,11,A-,266,63,2,65.38900603,NSE4,PUBLICAR,NO
48300,CC,COLOMBIA,F,23/08/1999,SB11201820138826,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,6569,INSTITUCION EDUCATVA NUESTRA SENORA DEL ROSARIO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATVA NUESTRA SENORA DEL ROSARIO - SEDE PRINCIPAL,S,URBANO,MAÑANA,17486,NEIRA,N,46,27,2,45,33,2,47,42,2,43,38,2,54,65,A1,230,37,2,59.48974179,NSE3,PUBLICAR,NO
48376,TI,COLOMBIA,F,21/10/2001,SB11201820197773,COLOMBIA,No,Estrato 3,1 a 2,No,Si,No,26 A 100 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,31047,INSTITUCION EDUCATIVA GERARDO ARIAS RAMIREZ,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA GERARDO ARIAS RAMIREZ - SEDE PRINCIPAL,S,URBANO,MAÑANA,17873,VILLAMARÍA,N,69,95,4,58,74,3,62,88,3,71,97,4,62,85,A2,324,92,3,52.7382856,NSE3,PUBLICAR,NO
48381,TI,COLOMBIA,F,25/01/2002,SB11201820084684,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,38695,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN - SEDE PRINCIPAL,S,URBANO,MAÑANA,17380,LA DORADA,N,54,57,3,48,44,2,44,32,2,51,60,2,40,20,A-,243,47,2,51.21101778,NSE3,PUBLICAR,NO
48397,TI,COLOMBIA,F,25/05/2001,SB11201820569305,COLOMBIA,No,Estrato 1,3 a 4,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,29306,INSTITUCION EDUCATIVA PIO XII,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA PIO XII - SEDE PRINCIPAL,S,RURAL,COMPLETA,17662,SAMANÁ,N,51,46,3,47,39,2,51,58,2,43,37,2,53,63,A1,242,46,2,40.82487578,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
48457,TI,COLOMBIA,F,15/05/2001,SB11201820284836,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,No,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,42341,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,S,URBANO,MAÑANA,17001,MANIZALES,N,54,54,3,61,80,3,60,83,3,56,74,3,49,46,A1,285,75,3,46.12784627,NSE2,PUBLICAR,NO
48480,TI,COLOMBIA,F,07/09/2001,SB11201820589897,COLOMBIA,No,Estrato 1,3 a 4,No,No,No,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,140145,INSTITUCION EDUCATIVA LA MERMITA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA LA MERMITA - SEDE PRINCIPAL,S,RURAL,COMPLETA,17013,AGUADAS,N,49,39,2,57,71,3,51,58,2,48,51,2,46,38,A-,254,55,1,34.4291857,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
48491,TI,COLOMBIA,F,06/06/2000,SB11201820367569,COLOMBIA,No,Estrato 2,5 a 6,No,Si,Si,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,6601,INSTITUTO MONSEÑOR ALFONSO DE LOS RIOS,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUTO MONSEÑOR ALFONSO DE LOS RIOS - SEDE PRINCIPAL,S,RURAL,MAÑANA,17524,PALESTINA,N,48,36,2,45,36,2,47,42,2,44,41,2,42,25,A-,228,36,2,47.16166906,NSE2,PUBLICAR,NO
48515,CC,COLOMBIA,F,27/02/1999,SB11201820462475,COLOMBIA,No,Estrato 1,3 a 4,No,Si,Si,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,52415,INSTITUCION EDUCATIVA PUEBLO RICO,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA PUEBLO RICO - SEDE PRINCIPAL,S,RURAL,MAÑANA,17486,NEIRA,N,33,2,1,43,29,2,43,31,2,39,26,1,46,37,A-,200,17,1,43.33268137,NSE2,PUBLICAR,NO
48744,TI,COLOMBIA,F,26/08/2001,SB11201820488714,COLOMBIA,No,Estrato 2,3 a 4,No,Si,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,64246,INSTITUCION EDUCATIVA RENAN BARCO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA RENAN BARCO - SEDE PRINCIPAL,S,URBANO,MAÑANA,17380,LA DORADA,N,45,25,2,61,80,3,47,42,2,51,59,2,40,18,A-,251,52,2,46.26495676,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
49077,CC,COLOMBIA,M,10/12/1999,SB11201820465860,COLOMBIA,No,Estrato 1,5 a 6,No,No,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,185595,INSTITUCION EDUCATIVA ALTO NUBIA,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCION EDUCATIVA ALTO NUBIA - SEDE PRINCIPAL,S,RURAL,COMPLETA,17042,ANSERMA,N,55,60,3,51,52,3,50,52,2,54,69,2,52,60,A1,262,60,1,42.60341099,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
49189,CC,COLOMBIA,F,04/03/1997,SB11201820142826,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,662312,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,S,URBANO,SABATINA,17001,MANIZALES,N,44,20,2,42,27,2,52,60,2,40,27,1,53,64,A1,226,34,2,43.70898473,NSE2,PUBLICAR,NO
49262,TI,COLOMBIA,M,25/10/2001,SB11201820290385,COLOMBIA,No,Estrato 2,7 a 8,Si,Si,Si,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,71498,INSTITUCIÓN EDUCATIVA LA LINDA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LA LINDA,S,URBANO,MAÑANA,17001,MANIZALES,N,44,23,2,54,63,3,56,71,3,46,47,2,43,27,A-,247,50,2,56.47554017,NSE3,PUBLICAR,NO
49359,TI,COLOMBIA,F,05/10/2000,SB11201820064419,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,6486,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL,S,URBANO,MAÑANA,17433,MANZANARES,N,42,17,2,53,59,3,42,28,2,47,49,2,42,24,A-,228,36,2,50.71812481,NSE2,PUBLICAR,NO
49361,TI,COLOMBIA,F,06/06/2001,SB11201820140118,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,185728,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,S,URBANO,MAÑANA,17001,MANIZALES,N,40,13,2,38,15,2,44,34,2,42,33,2,56,72,A1,211,24,2,48.10033962,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
49362,TI,COLOMBIA,F,02/06/2000,SB11201820592023,COLOMBIA,No,Estrato 2,5 a 6,No,No,No,0 A 10 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,341859,INSTITUCION EDUCATIVA RURAL RAFAEL POMBO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA RURAL RAFAEL POMBO,S,RURAL,UNICA,17001,MANIZALES,N,48,33,2,40,22,2,43,30,2,39,26,1,36,8,A-,210,23,2,38.22310853,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
49447,TI,COLOMBIA,F,21/03/2001,SB11201820507968,COLOMBIA,No,Estrato 3,3 a 4,No,No,No,11 A 25 LIBROS,30 minutos o menos,Entre 1 y 3 horas,73775,INSTITUCION EDUCATIVA EL ROBLE,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA EL ROBLE - SEDE PRINCIPAL,S,RURAL,MAÑANA,17486,NEIRA,N,33,2,1,43,29,2,38,15,1,32,8,1,47,41,A-,187,10,2,39.08552896,NSE1,PUBLICAR,NO
49463,TI,COLOMBIA,M,13/10/2001,SB11201820548318,COLOMBIA,No,Estrato 2,3 a 4,No,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,36269,INSTITUCIÓN EDUCATIVA RURAL MIGUEL ANTONIO CARO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA RURAL MIGUEL ANTONIO CARO,S,RURAL,MAÑANA,17001,MANIZALES,N,69,94,4,57,70,3,59,82,3,58,77,3,57,74,A1,302,83,2,50.55024987,NSE2,PUBLICAR,NO
49515,TI,COLOMBIA,F,28/04/2001,SB11201820083184,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,6684,INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION - SEDE PRINCIPAL,S,URBANO,COMPLETA,17541,PENSILVANIA,N,55,59,3,50,51,2,52,59,2,50,57,2,54,65,A1,260,58,2,41.83698506,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
49528,TI,COLOMBIA,F,05/01/2002,SB11201820221158,COLOMBIA,No,Estrato 2,5 a 6,No,Si,No,-,No leo por entretenimiento,30 minutos o menos,6650,INSTITUCION EDUCATIVA PENSILVANIA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCIÓN EDUCATIVA PENSILVANIA - SEDE PRINCIPAL,S,URBANO,COMPLETA,17541,PENSILVANIA,N,50,43,2,51,53,3,50,54,2,53,66,2,45,33,A-,253,54,2,45.271449,NSE2,PUBLICAR,NO
49627,TI,COLOMBIA,F,03/02/2001,SB11201820307052,COLOMBIA,No,Estrato 1,5 a 6,No,Si,No,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,6262,INSTITUCION EDUCATIVA SAN ANTONIO DE ARMA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA SAN ANTONIO DE ARMA - SEDE PRINCIPAL,S,RURAL,COMPLETA,17013,AGUADAS,N,44,21,2,46,37,2,49,49,2,38,22,1,52,60,A1,224,33,2,33.84789859,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
49705,TI,COLOMBIA,F,23/08/2001,SB11201820031915,COLOMBIA,No,-,1 a 2,Si,No,No,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,86389,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO - SEDE PRINCIPAL,S,URBANO,MAÑANA,17174,CHINCHINÁ,N,54,55,3,53,58,3,55,70,2,41,30,2,41,21,A-,250,52,3,42.34907344,NSE2,PUBLICAR,NO
49790,TI,COLOMBIA,F,04/10/2000,SB11201820162353,COLOMBIA,No,Estrato 3,5 a 6,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,48280,INSTITUCIÓN EDUCATIVA SAN PIO X,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN PIO X,S,URBANO,MAÑANA,17001,MANIZALES,N,61,78,3,48,44,2,51,57,2,59,79,3,56,71,A1,274,68,3,63.37131603,NSE3,PUBLICAR,NO
49805,TI,COLOMBIA,F,01/12/2001,SB11201820452154,COLOMBIA,No,-,5 a 6,-,-,No,-,-,-,28308,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,S,RURAL,COMPLETA,17513,PÁCORA,N,39,10,2,37,14,2,34,7,1,36,16,1,45,33,A-,186,9,2,32.51840119,NSE1,PUBLICAR,NO
